Time,Event_val
00:09:54.303,2.511535645,6.19519043,6.600372314,6.8784279,3.988469
00:09:54.368,1.958465576,6.599807739,6.539321899,6.878427901,3.988469015
00:09:54.375,1.355133057,7.016403198,6.212509155,6.878427902,3.988469016
00:09:54.379,1.328796387,7.343215942,6.04850769,6.878427902,3.988469017
00:09:54.388,1.221054077,8.217102051,6.684173584,6.878427902,3.988469019
00:09:54.413,1.075012207,8.5259552,7.188156128,6.878427902,3.988469025
00:09:54.433,0.895446777,8.402648926,7.698120117,6.878427903,3.988469029
00:09:54.447,0.924179077,7.739456177,7.942321777,6.878427903,3.988469032
00:09:54.467,1.195907593,7.158859253,7.767547607,6.878427904,3.988469037
00:09:54.487,1.479629517,6.538757324,8.045272827,6.878427904,3.988469041
00:09:54.506,1.437728882,6.01802063,7.675369263,6.878427905,3.988469046
00:09:54.529,0.962478638,5.739089966,7.440734863,6.878427905,3.988469051
00:09:54.541,0.821228027,5.758255005,7.285110474,6.878427905,3.988469054
